OBJECTID;TARGET_FID;CUT;REGION;PROVINCIA;COMUNA;COD_URBANO_CENSO;URBANO_CENSO;TIPO_EP;NOMBRE_EP;OBSERVACIONES;SUP_TOTAL_M2;USO;ID_TEXT;FUENTE;NOMBRE_MINVU;EXTENSION;Aplicabili;Cierres;Valor_pers;Valor_veh;Bancas_escanos;Maquinas_ejerc;Infraest_deportiva;Cancha_Skatepark;Basureros;Banos;Banos_accesibles;Luminarias;Limpieza;VentaConsum_drogas;Estratos_vegetacion;Estado_vegetacion;Fecha_encuesta;MG;VG;AU;SG;DE;CALIDAD;RANGO_CALIDAD;;N°;CAMPO;TIPO;DESCRIPCIÓN;DOMINIO;DESCRIPCIÓN DE LOS DOMINIOS
1147;25993;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;2.986,3;PÚBLICO;1320111794;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;23-04-2019;100,00;75,00;60,00;100,00;61,67;76,08;RANGO SUPERIOR;;;;;;;
1148;25994;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;2.023,3;PÚBLICO;1320111795;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Regular;21-03-2019;62,00;75,00;47,50;100,00;63,33;63,79;RANGO INTERMEDIO;;;;;;;
1149;25997;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.075,2;PÚBLICO;1320111798;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;21-03-2019;100,00;50,00;90,00;100,00;81,67;81,33;RANGO SUPERIOR;;;;;;;
1150;25998;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;943,2;PÚBLICO;1320111799;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Regular;21-03-2019;79,90;50,00;22,50;100,00;63,33;55,77;RANGO INFERIOR;;;;;;;
1151;25999;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;2.648,4;PÚBLICO;1320111800;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;80,00;50,00;47,50;100,00;63,33;62,04;RANGO INTERMEDIO;;;;;;;
1152;26000;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;693,2;PÚBLICO;1320111801;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;50,00;47,50;100,00;40,00;62,38;RANGO INTERMEDIO;;;;;;;
1153;26001;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;778,3;PÚBLICO;1320111802;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_mayoria_mal_estado;Regular;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Malo;30-07-2019;42,50;50,00;45,00;65,00;60,00;49,63;RANGO INFERIOR;;;;;;;
1154;26002;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;509,7;PÚBLICO;1320111803;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;50,00;60,00;50,00;40,00;63,00;RANGO INTERMEDIO;;;;;;;
1155;26003;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;JORGE GÓMEZ CIFUENTES; ;823,4;PÚBLICO;1320111804;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;75,00;60,00;100,00;40,00;71,75;RANGO INTERMEDIO;;;;;;;
1156;26004;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.987,5;PÚBLICO;1320111805;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Malo;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;60,00;75,00;90,00;100,00;81,67;77,58;RANGO SUPERIOR;;;;;;;
1157;26005;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;852,4;PÚBLICO;1320111806;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;75,00;47,50;100,00;60,00;72,63;RANGO INTERMEDIO;;;;;;;
1158;26006;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.433,4;PÚBLICO;1320111807;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Regular;22-04-2019;82,00;50,00;60,00;100,00;61,67;65,33;RANGO INTERMEDIO;;;;;;;
1159;26007;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;488,6;PÚBLICO;1320111808;MINVU; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Malo;30-07-2019;62,50;50,00;45,00;50,00;40,00;49,88;RANGO INFERIOR;;;;;;;
1160;26008;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;677,8;PÚBLICO;1320111809;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;50,00;47,50;100,00;20,00;58,38;RANGO INFERIOR;;;;;;;
1161;26009;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.413,2;PÚBLICO;1320111810;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;75,00;77,50;100,00;83,33;84,79;RANGO SUPERIOR;;;;;;;
1162;26010;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;3.257,2;PÚBLICO;1320111811;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;100,00;75,00;90,00;50,00;81,67;85,08;RANGO SUPERIOR;;;;;;;
1163;26011;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;2.035,2;PÚBLICO;1320111812;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;Hay_general_estado_regular;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-04-2019;98,50;50,00;47,50;100,00;61,67;66,33;RANGO INTERMEDIO;;;;;;;
1164;26012;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;JUAN R. MALDONADO; ;2.072,7;PÚBLICO;1320111813;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;23-04-2019;100,00;50,00;47,50;50,00;81,67;68,21;RANGO INTERMEDIO;;;;;;;
18116;26013;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;499,9;PÚBLICO;1320111814;MINVU; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18117;26015;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;517,2;PÚBLICO;1320111816;MINVU; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
1165;26016;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;464,9;PÚBLICO;1320111817;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Regular;23-04-2019;80,00;50,00;47,50;100,00;60,00;61,38;RANGO INTERMEDIO;;;;;;;
1166;26017;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;666,0;PÚBLICO;1320111818;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Regular;23-04-2019;82,00;50,00;47,50;100,00;40,00;57,88;RANGO INFERIOR;;;;;;;
1167;26018;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;604,0;PÚBLICO;1320111819;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;23-04-2019;100,00;50,00;47,50;50,00;41,67;60,21;RANGO INTERMEDIO;;;;;;;
1168;26020;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;748,9;PÚBLICO;1320111821;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Regular;23-04-2019;82,00;50,00;47,50;100,00;41,67;58,21;RANGO INFERIOR;;;;;;;
1169;26021;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.745,7;PÚBLICO;1320111822;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;100,00;60,00;50,00;80,00;83,50;RANGO SUPERIOR;;;;;;;
1170;26022;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.551,0;PÚBLICO;1320111822;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;75,00;60,00;100,00;40,00;71,75;RANGO INTERMEDIO;;;;;;;
1171;26023;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;BORJA SUR; ;1.502,3;PÚBLICO;1320111824;MINVU; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_mayoria_mal_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;97,38;75,00;77,50;100,00;43,33;76,14;RANGO SUPERIOR;;;;;;;
18118;26024;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;IBÉRICO; ;1.073,2;PÚBLICO;1320111825;MINVU;PARQUE IBÉRICO;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;17-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
1172;26025;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;SANTORINI PONIENTE; ;621,6;PÚBLICO;1320111826;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;98,00;100,00;60,00;50,00;60,00;79,00;RANGO SUPERIOR;;;;;;;
1173;26026;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;IBÉRICO JORGE ROSS OSSA; ;1.858,5;PÚBLICO;1320111827;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;99,00;75,00;60,00;50,00;83,33;77,67;RANGO SUPERIOR;;;;;;;
1174;26027;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;LOS INGLESES; ;4.164,3;PÚBLICO;1320111828;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;98,80;100,00;60,00;100,00;81,67;86,03;RANGO SUPERIOR;;;;;;;
1941;27427;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;ALTO PINAR PONIENTE; ;2.203,7;PÚBLICO;1320111829;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;100,00;60,00;100,00;81,67;86,33;RANGO SUPERIOR;;;;;;;
18119;26028;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.881,0;PÚBLICO;1320111830;MINVU; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;19-07-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
1175;26029;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.406,4;PÚBLICO;1320111831;MINVU; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_mayoria_mal_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;Malo;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Malo;19-07-2019;19,50;50,00;57,50;30,00;60,00;45,25;RANGO INFERIOR;;;;;;;
1176;26030;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;533,5;PÚBLICO;1320111832;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;97,00;75,00;25,00;100,00;40,00;62,25;RANGO INTERMEDIO;;;;;;;
1177;26032;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;3.024,5;PÚBLICO;1320111834;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;75,00;60,00;50,00;81,67;77,58;RANGO SUPERIOR;;;;;;;
1178;26033;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;1.464,0;PÚBLICO;1320111835;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;97,60;75,00;47,50;50,00;81,67;73,86;RANGO SUPERIOR;;;;;;;
1179;26034;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA; ; ;2.651,0;PÚBLICO;1320111836;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;75,00;60,00;100,00;60,00;75,75;RANGO SUPERIOR;;;;;;;
1180;26044;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;GRECIA; ;1.589,3;PÚBLICO;1320111846;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;100,00;60,00;0,00;61,67;77,33;RANGO SUPERIOR;;;;;;;
1181;26045;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;DE LA PAZ; ;4.425,7;PÚBLICO;1320111847;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;100,00;60,00;50,00;81,67;83,83;RANGO SUPERIOR;;;;;;;
1182;26046;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;BERNARDO O'HIGGINS; ;6.127,8;PÚBLICO;1320111848;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;Hay_general_estado_regular;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-04-2019;99,00;75,00;90,00;50,00;83,33;85,17;RANGO SUPERIOR;;;;;;;
1183;26047;13201;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;132011;PUENTE ALTO;PLAZA;CLAUDIO GAY; ;3.820,4;PÚBLICO;1320111849;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-04-2019;100,00;100,00;60,00;100,00;80,00;86,00;RANGO SUPERIOR;;;;;;;
