OBJECTID,TARGET_FID,CUT,REGION,PROVINCIA,COMUNA,COD_URBANO_CENSO,URBANO_CENSO,TIPO_EP,NOMBRE_EP,OBSERVACIONES,SUP_TOTAL_M2,USO,ID_TEXT,FUENTE,NOMBRE_MINVU,EXTENSION,Aplicabili,Cierres,Valor_pers,Valor_veh,Bancas_escanos,Pileta_fuente,Bebedero_agua,Juegos_agua,Juegos_infant,Escenario_explan,Maquinas_ejerc,Mesa_juegos,Pergolas_techos,Infraest_deportiva,Cancha_Skatepark,Basureros,Banos,Banos_accesibles,Luminarias,Arenero,Rutas_peatonales,Otros_mobiliarios,Estado_mobiliarios,Limpieza,RtaPeat_conect_calle,RtaPeat_conect_estacionm,RtaPeat_conect_parad,RtaPeat_superf_lisa,RtaPeat_libre_obst,RtaPeat_conect_descan,Zna_descan_escano,RtaPeat_accesible,Zona_juegos_accesib,VentaConsum_drogas,Guardias,Estratos_vegetacion,Estado_vegetacion,Fecha_encuesta,MG,VG,AU,SG,DE,CALIDAD,RANGO_CALIDAD
8228,47462,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,020.7",P�BLICO,220110225,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular, ,No_hay,Bueno,No,No,No,Si,Si,No,No,No,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,21-02-2019,94.00,50.00,25.00,50.00,20.00,48.75,RANGO INFERIOR
8229,47463,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,172.8",P�BLICO,220110226,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_mayoria_mal_estado, ,No_hay,Malo,No,No,No,No,No,No,No,No,No,No,No,"Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_m�s_5m",Regular,21-02-2019,31.50,50.00,0.00,100.00,20.00,29.38,RANGO INFERIOR
8230,47464,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,136.0",P�BLICO,220110227,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay, ,No_hay,Bueno,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Bueno,21-02-2019,100.00,25.00,0.00,50.00,20.00,37.75,RANGO INFERIOR
8231,47465,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,074.0",P�BLICO,220110228,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Regular,21-02-2019,56.00,50.00,0.00,50.00,20.00,33.00,RANGO INFERIOR
8232,47468,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,038.9",P�BLICO,220110231,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,"Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_m�s_5m",Regular,21-02-2019,47.00,50.00,0.00,50.00,0.00,26.75,RANGO INFERIOR
8233,47469,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,401.3",P�BLICO,220110232,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,Si,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,98.80,25.00,60.00,100.00,81.67,67.28,RANGO INTERMEDIO
8234,47470,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,449.2",P�BLICO,220110233,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,62.00,25.00,0.00,100.00,41.67,35.08,RANGO INFERIOR
8235,47471,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,437.8",P�BLICO,220110234,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,No,No,No,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,04-03-2019,56.00,25.00,35.00,100.00,41.67,42.33,RANGO INFERIOR
8236,47472,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,733.2,P�BLICO,220110235,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay, ,No_hay,Regular,Si,No,No,No,Si,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,77.00,25.00,25.00,50.00,40.00,42.25,RANGO INFERIOR
8237,47473,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,454.9",P�BLICO,220110236,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,82.00,25.00,47.50,100.00,81.67,59.96,RANGO INTERMEDIO
8238,47474,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,331.8",P�BLICO,220110237,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,Hay_general_buen_estado,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,04-03-2019,99.14,50.00,47.50,100.00,85.00,71.16,RANGO INTERMEDIO
8239,47475,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,140.4",P�BLICO,220110238,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_estado_regular, ,No_hay,Regular,No,No,No,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,04-03-2019,57.50,25.00,35.00,100.00,80.00,50.38,RANGO INFERIOR
8240,47476,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,465.9",P�BLICO,220110239,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Regular,No,No,No,Si,No,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,78.80,25.00,22.50,100.00,81.67,52.91,RANGO INFERIOR
8241,47477,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,107.6",P�BLICO,220110240,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,100.00,25.00,35.00,100.00,81.67,61.33,RANGO INTERMEDIO
8242,47478,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,261.6",P�BLICO,220110241,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Regular,No,No,Si,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,80.00,25.00,47.50,100.00,83.33,59.79,RANGO INTERMEDIO
8243,47479,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,902.2",P�BLICO,220110242,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,95.50,25.00,47.50,100.00,61.67,59.33,RANGO INTERMEDIO
8244,47480,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"4,265.0",P�BLICO,220110243,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,99.00,25.00,35.00,100.00,83.33,61.42,RANGO INTERMEDIO
8245,47481,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"3,095.9",P�BLICO,220110244,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_estado_regular, ,No_hay,Malo,Si,No,Si,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,04-03-2019,39.60,25.00,47.50,100.00,81.67,49.36,RANGO INFERIOR
8246,47482,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,286.6",P�BLICO,220110245,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_estado_regular,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_estado_regular, ,No_hay,Regular,No,No,No,No,Si,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,04-03-2019,56.00,25.00,12.50,50.00,63.33,38.54,RANGO INFERIOR
8247,47483,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,396.0",P�BLICO,220110246,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,97.60,25.00,47.50,100.00,81.67,63.86,RANGO INTERMEDIO
8248,47484,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,669.6,P�BLICO,220110247,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Bueno,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,80.00,25.00,0.00,100.00,41.67,39.58,RANGO INFERIOR
8249,47485,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,366.3",P�BLICO,220110248,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,59.00,25.00,0.00,100.00,61.67,38.33,RANGO INFERIOR
8250,47486,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,868.7,P�BLICO,220110249,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,57.50,25.00,0.00,100.00,61.67,37.96,RANGO INFERIOR
8251,47489,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,531.6,P�BLICO,220110252,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,Si,No,No,No,No,Si,No,Si,No,No,No,Ninguno_anteriores,No_aplica,28-02-2019,35.00,0.00,35.00,100.00,20.00,26.50,RANGO INFERIOR
8252,47490,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,569.7,P�BLICO,220110253,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Sin_cierre_perimetral,0,0,Hay_general_estado_regular,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Regular,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Regular,28-02-2019,56.00,25.00,0.00,100.00,20.00,29.25,RANGO INFERIOR
8253,47491,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,345.9",P�BLICO,220110254,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,Si,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,100.00,25.00,60.00,100.00,61.67,63.58,RANGO INTERMEDIO
8254,47492,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,801.1,P�BLICO,220110255,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,Si,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,100.00,25.00,60.00,100.00,61.67,63.58,RANGO INTERMEDIO
8255,47493,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,041.0",P�BLICO,220110256,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,Si,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,100.00,25.00,60.00,100.00,81.67,67.58,RANGO INTERMEDIO
8256,47494,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,457.3",P�BLICO,220110257,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,Si,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,28-02-2019,100.00,25.00,60.00,100.00,81.67,67.58,RANGO INTERMEDIO
8257,47495,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,718.5,P�BLICO,220110258,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,No,No,Si,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,28-02-2019,100.00,50.00,22.50,50.00,81.67,61.96,RANGO INTERMEDIO
8258,47496,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"1,272.8",P�BLICO,220110259,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay, ,No_hay,Bueno,Si,No,No,Si,Si,No,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,28-02-2019,100.00,50.00,50.00,100.00,61.67,67.33,RANGO INTERMEDIO
8259,47497,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,450.1",P�BLICO,220110260,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_estado_regular, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,28-02-2019,97.60,50.00,47.50,100.00,81.67,70.11,RANGO INTERMEDIO
8260,47498,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,628.0",P�BLICO,220110261,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,28-02-2019,100.00,50.00,47.50,100.00,81.67,70.71,RANGO INTERMEDIO
8261,47499,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"3,266.1",P�BLICO,220110262,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_estado_regular, ,No_hay,Bueno,No,No,No,No,Si,Si,No,Si,No,No,No,"Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m",Bueno,28-02-2019,98.80,50.00,35.00,100.00,81.67,67.28,RANGO INTERMEDIO
8262,47502,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, ,JUNTA DE VECINOS,"2,318.8",P�BLICO,220110265,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado,Hay_mayoria_mal_estado,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,97.25,25.00,35.00,100.00,65.00,57.31,RANGO INFERIOR
8263,47503,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,175.4",P�BLICO,220110266,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,Si,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,100.00,25.00,45.00,100.00,81.67,63.83,RANGO INTERMEDIO
8264,47504,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,"2,243.6",P�BLICO,220110267,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,Si,Si,Si,No,Si,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,100.00,25.00,47.50,100.00,80.00,64.13,RANGO INTERMEDIO
8265,47505,2201,DE ANTOFAGASTA,EL LOA,CALAMA,22011,CALAMA,PLAZA, , ,942.5,P�BLICO,220110268,RA O FI, ,COMUNAL,Area_Verde_Habilitada,Con_cierre_perim_gratuito,0,0,Hay_general_buen_estado,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,No_hay,Hay_general_estado_regular,No_hay,No_hay,Hay_general_buen_estado,No_hay,No_hay,Hay_general_buen_estado,No_hay,Hay_general_buen_estado, ,No_hay,Bueno,No,No,No,No,No,No,No,No,No,No,No,Estrato_medio_arbusto_arboles_20cm_a_1_5,Bueno,04-03-2019,98.50,25.00,0.00,100.00,61.67,48.21,RANGO INFERIOR
