Comuna;Rk_IPS_2022;IPS_2022;Categoria_IPS_2022;Rk_IPS_2020;IPS_2020;Indicador;Valor
Renca;17;7275;Media Alta Prioridad Social;23;7285;PDT_2022;4823
Til-Til;18;7264;Media Alta Prioridad Social;22;7309;PDT_2022;4582
Recoleta;19;7239;Media Alta Prioridad Social;14;766;PDT_2022;4828
San Bernardo;20;7145;Media Alta Prioridad Social;16;7573;PDT_2022;4883
Alhué;21;7097;Media Alta Prioridad Social;31;6883;PDT_2022;4298
Quinta Normal;22;7045;Media Alta Prioridad Social;21;7317;PDT_2022;4923
Curacaví;23;7027;Media Alta Prioridad Social;10;7815;PDT_2022;4701
Paine;24;6932;Media Alta Prioridad Social;20;7393;PDT_2022;4784
San José de Maipo;25;6841;Media Alta Prioridad Social;18;7496;PDT_2022;4759
Independencia;26;6631;Media Baja Prioridad Social;24;722;PDT_2022;4897
Buin;27;6628;Media Baja Prioridad Social;19;7472;PDT_2022;4895
Pudahuel;28;6624;Media Baja Prioridad Social;33;6764;PDT_2022;4973
Padre Hurtado;29;6559;Media Baja Prioridad Social;26;7094;PDT_2022;4796
Cerrillos;30;6493;Media Baja Prioridad Social;32;6781;PDT_2022;4847
Talagante;31;641;Media Baja Prioridad Social;35;6687;PDT_2022;4909
Lampa;32;6363;Media Baja Prioridad Social;28;7015;PDT_2022;4894
Peñaflor;33;6362;Media Baja Prioridad Social;29;6977;PDT_2022;4897
La Cisterna;34;6298;Media Baja Prioridad Social;27;7021;PDT_2022;4946
Pirque;35;6204;Media Baja Prioridad Social;37;6506;PDT_2022;4916
Puente Alto;36;6188;Media Baja Prioridad Social;34;6698;PDT_2022;4987
Calera de Tango;37;6069;Media Baja Prioridad Social;38;6466;PDT_2022;5117
Peñalolén;38;6015;Media Baja Prioridad Social;36;6619;PDT_2022;5189
La Florida;39;5971;Media Baja Prioridad Social;39;6422;PDT_2022;5027
Maipú;40;5848;Baja Prioridad Social;41;6086;PDT_2022;5054
Santiago;41;5702;Baja Prioridad Social;46;552;PDT_2022;4931
Quilicura;42;5602;Baja Prioridad Social;42;5869;PDT_2022;5025
Colina;43;5273;Baja Prioridad Social;40;6182;PDT_2022;5182
Huechuraba;44;5217;Baja Prioridad Social;45;566;PDT_2022;5301
San Miguel;45;5209;Baja Prioridad Social;44;5663;PDT_2022;5180
Macul;46;4957;Baja Prioridad Social;43;5763;PDT_2022;5125
Ñuñoa;47;3382;Sin Prioridad Social;47;4096;PDT_2022;5596
La Reina;48;3086;Sin Prioridad Social;48;3835;PDT_2022;5816
Lo Barnechea;49;2532;Sin Prioridad Social;49;3508;PDT_2022;6143
Providencia;50;2162;Sin Prioridad Social;50;2491;PDT_2022;5889
Las Condes;51;1307;Sin Prioridad Social;51;1164;PDT_2022;6069
Vitacura;52;384;Sin Prioridad Social;52;794;PDT_2022;6274
La Pintana;1;8803;Alta Prioridad Social;1;8929;Reprobacion_Ensenanza_Media_2016_2020_pct;47
Lo Espejo;2;8532;Alta Prioridad Social;2;8883;Reprobacion_Ensenanza_Media_2016_2020_pct;51
Cerro Navia;3;8511;Alta Prioridad Social;3;8591;Reprobacion_Ensenanza_Media_2016_2020_pct;54
San Ramón;4;8275;Alta Prioridad Social;4;835;Reprobacion_Ensenanza_Media_2016_2020_pct;51
María Pinto;5;7981;Alta Prioridad Social;5;8142;Reprobacion_Ensenanza_Media_2016_2020_pct;70
El Monte;6;7907;Alta Prioridad Social;9;7927;Reprobacion_Ensenanza_Media_2016_2020_pct;48
Conchalí;7;7871;Alta Prioridad Social;7;7987;Reprobacion_Ensenanza_Media_2016_2020_pct;63
El Bosque;8;755;Media Alta Prioridad Social;6;8097;Reprobacion_Ensenanza_Media_2016_2020_pct;45
Pedro Aguirre Cerda;9;7533;Media Alta Prioridad Social;17;7565;Reprobacion_Ensenanza_Media_2016_2020_pct;43
San Pedro;10;7501;Media Alta Prioridad Social;30;6946;Reprobacion_Ensenanza_Media_2016_2020_pct;59
Lo Prado;11;7484;Media Alta Prioridad Social;11;7771;Reprobacion_Ensenanza_Media_2016_2020_pct;44
San Joaquín;12;7446;Media Alta Prioridad Social;13;7687;Reprobacion_Ensenanza_Media_2016_2020_pct;46
La Granja;13;7389;Media Alta Prioridad Social;15;7637;Reprobacion_Ensenanza_Media_2016_2020_pct;31
Isla de Maipo;14;7363;Media Alta Prioridad Social;8;7954;Reprobacion_Ensenanza_Media_2016_2020_pct;56
Melipilla;15;733;Media Alta Prioridad Social;12;7693;Reprobacion_Ensenanza_Media_2016_2020_pct;35
Estación Central;16;7279;Media Alta Prioridad Social;25;7167;Reprobacion_Ensenanza_Media_2016_2020_pct;40
Renca;17;7275;Media Alta Prioridad Social;23;7285;Reprobacion_Ensenanza_Media_2016_2020_pct;44
Til-Til;18;7264;Media Alta Prioridad Social;22;7309;Reprobacion_Ensenanza_Media_2016_2020_pct;46
Recoleta;19;7239;Media Alta Prioridad Social;14;766;Reprobacion_Ensenanza_Media_2016_2020_pct;39
San Bernardo;20;7145;Media Alta Prioridad Social;16;7573;Reprobacion_Ensenanza_Media_2016_2020_pct;42
Alhué;21;7097;Media Alta Prioridad Social;31;6883;Reprobacion_Ensenanza_Media_2016_2020_pct;47
Quinta Normal;22;7045;Media Alta Prioridad Social;21;7317;Reprobacion_Ensenanza_Media_2016_2020_pct;56
Curacaví;23;7027;Media Alta Prioridad Social;10;7815;Reprobacion_Ensenanza_Media_2016_2020_pct;40
Paine;24;6932;Media Alta Prioridad Social;20;7393;Reprobacion_Ensenanza_Media_2016_2020_pct;37
San José de Maipo;25;6841;Media Alta Prioridad Social;18;7496;Reprobacion_Ensenanza_Media_2016_2020_pct;54
Independencia;26;6631;Media Baja Prioridad Social;24;722;Reprobacion_Ensenanza_Media_2016_2020_pct;30
Buin;27;6628;Media Baja Prioridad Social;19;7472;Reprobacion_Ensenanza_Media_2016_2020_pct;38
Pudahuel;28;6624;Media Baja Prioridad Social;33;6764;Reprobacion_Ensenanza_Media_2016_2020_pct;36
Padre Hurtado;29;6559;Media Baja Prioridad Social;26;7094;Reprobacion_Ensenanza_Media_2016_2020_pct;42
Cerrillos;30;6493;Media Baja Prioridad Social;32;6781;Reprobacion_Ensenanza_Media_2016_2020_pct;51
Talagante;31;641;Media Baja Prioridad Social;35;6687;Reprobacion_Ensenanza_Media_2016_2020_pct;31
Lampa;32;6363;Media Baja Prioridad Social;28;7015;Reprobacion_Ensenanza_Media_2016_2020_pct;45
Peñaflor;33;6362;Media Baja Prioridad Social;29;6977;Reprobacion_Ensenanza_Media_2016_2020_pct;37
La Cisterna;34;6298;Media Baja Prioridad Social;27;7021;Reprobacion_Ensenanza_Media_2016_2020_pct;48
Pirque;35;6204;Media Baja Prioridad Social;37;6506;Reprobacion_Ensenanza_Media_2016_2020_pct;52
Puente Alto;36;6188;Media Baja Prioridad Social;34;6698;Reprobacion_Ensenanza_Media_2016_2020_pct;41
Calera de Tango;37;6069;Media Baja Prioridad Social;38;6466;Reprobacion_Ensenanza_Media_2016_2020_pct;27
Peñalolén;38;6015;Media Baja Prioridad Social;36;6619;Reprobacion_Ensenanza_Media_2016_2020_pct;32
La Florida;39;5971;Media Baja Prioridad Social;39;6422;Reprobacion_Ensenanza_Media_2016_2020_pct;46
Maipú;40;5848;Baja Prioridad Social;41;6086;Reprobacion_Ensenanza_Media_2016_2020_pct;43
Santiago;41;5702;Baja Prioridad Social;46;552;Reprobacion_Ensenanza_Media_2016_2020_pct;49
Quilicura;42;5602;Baja Prioridad Social;42;5869;Reprobacion_Ensenanza_Media_2016_2020_pct;32
Colina;43;5273;Baja Prioridad Social;40;6182;Reprobacion_Ensenanza_Media_2016_2020_pct;29
Huechuraba;44;5217;Baja Prioridad Social;45;566;Reprobacion_Ensenanza_Media_2016_2020_pct;22
San Miguel;45;5209;Baja Prioridad Social;44;5663;Reprobacion_Ensenanza_Media_2016_2020_pct;43
Macul;46;4957;Baja Prioridad Social;43;5763;Reprobacion_Ensenanza_Media_2016_2020_pct;32
Ñuñoa;47;3382;Sin Prioridad Social;47;4096;Reprobacion_Ensenanza_Media_2016_2020_pct;53
La Reina;48;3086;Sin Prioridad Social;48;3835;Reprobacion_Ensenanza_Media_2016_2020_pct;21
Lo Barnechea;49;2532;Sin Prioridad Social;49;3508;Reprobacion_Ensenanza_Media_2016_2020_pct;16
Providencia;50;2162;Sin Prioridad Social;50;2491;Reprobacion_Ensenanza_Media_2016_2020_pct;28
Las Condes;51;1307;Sin Prioridad Social;51;1164;Reprobacion_Ensenanza_Media_2016_2020_pct;18
Vitacura;52;384;Sin Prioridad Social;52;794;Reprobacion_Ensenanza_Media_2016_2020_pct;8
La Pintana;1;8803;Alta Prioridad Social;1;8929;TAVPP_2017_2021_por_1000;897
Lo Espejo;2;8532;Alta Prioridad Social;2;8883;TAVPP_2017_2021_por_1000;1002
Cerro Navia;3;8511;Alta Prioridad Social;3;8591;TAVPP_2017_2021_por_1000;978
San Ramón;4;8275;Alta Prioridad Social;4;835;TAVPP_2017_2021_por_1000;953
María Pinto;5;7981;Alta Prioridad Social;5;8142;TAVPP_2017_2021_por_1000;688
El Monte;6;7907;Alta Prioridad Social;9;7927;TAVPP_2017_2021_por_1000;643
Conchalí;7;7871;Alta Prioridad Social;7;7987;TAVPP_2017_2021_por_1000;824
El Bosque;8;755;Media Alta Prioridad Social;6;8097;TAVPP_2017_2021_por_1000;803
Pedro Aguirre Cerda;9;7533;Media Alta Prioridad Social;17;7565;TAVPP_2017_2021_por_1000;894
San Pedro;10;7501;Media Alta Prioridad Social;30;6946;TAVPP_2017_2021_por_1000;585
Lo Prado;11;7484;Media Alta Prioridad Social;11;7771;TAVPP_2017_2021_por_1000;725
San Joaquín;12;7446;Media Alta Prioridad Social;13;7687;TAVPP_2017_2021_por_1000;777
La Granja;13;7389;Media Alta Prioridad Social;15;7637;TAVPP_2017_2021_por_1000;817
Isla de Maipo;14;7363;Media Alta Prioridad Social;8;7954;TAVPP_2017_2021_por_1000;561
Melipilla;15;733;Media Alta Prioridad Social;12;7693;TAVPP_2017_2021_por_1000;755
Estación Central;16;7279;Media Alta Prioridad Social;25;7167;TAVPP_2017_2021_por_1000;625
Renca;17;7275;Media Alta Prioridad Social;23;7285;TAVPP_2017_2021_por_1000;772
Til-Til;18;7264;Media Alta Prioridad Social;22;7309;TAVPP_2017_2021_por_1000;638
Recoleta;19;7239;Media Alta Prioridad Social;14;766;TAVPP_2017_2021_por_1000;790
San Bernardo;20;7145;Media Alta Prioridad Social;16;7573;TAVPP_2017_2021_por_1000;730
Alhué;21;7097;Media Alta Prioridad Social;31;6883;TAVPP_2017_2021_por_1000;659
Quinta Normal;22;7045;Media Alta Prioridad Social;21;7317;TAVPP_2017_2021_por_1000;693
Curacaví;23;7027;Media Alta Prioridad Social;10;7815;TAVPP_2017_2021_por_1000;631
Paine;24;6932;Media Alta Prioridad Social;20;7393;TAVPP_2017_2021_por_1000;585
San José de Maipo;25;6841;Media Alta Prioridad Social;18;7496;TAVPP_2017_2021_por_1000;659
Independencia;26;6631;Media Baja Prioridad Social;24;722;TAVPP_2017_2021_por_1000;868
Buin;27;6628;Media Baja Prioridad Social;19;7472;TAVPP_2017_2021_por_1000;635
Pudahuel;28;6624;Media Baja Prioridad Social;33;6764;TAVPP_2017_2021_por_1000;637
Padre Hurtado;29;6559;Media Baja Prioridad Social;26;7094;TAVPP_2017_2021_por_1000;589
Cerrillos;30;6493;Media Baja Prioridad Social;32;6781;TAVPP_2017_2021_por_1000;642
Talagante;31;641;Media Baja Prioridad Social;35;6687;TAVPP_2017_2021_por_1000;629
Lampa;32;6363;Media Baja Prioridad Social;28;7015;TAVPP_2017_2021_por_1000;661
Peñaflor;33;6362;Media Baja Prioridad Social;29;6977;TAVPP_2017_2021_por_1000;653
La Cisterna;34;6298;Media Baja Prioridad Social;27;7021;TAVPP_2017_2021_por_1000;648
Pirque;35;6204;Media Baja Prioridad Social;37;6506;TAVPP_2017_2021_por_1000;482
Puente Alto;36;6188;Media Baja Prioridad Social;34;6698;TAVPP_2017_2021_por_1000;602
Calera de Tango;37;6069;Media Baja Prioridad Social;38;6466;TAVPP_2017_2021_por_1000;527
Peñalolén;38;6015;Media Baja Prioridad Social;36;6619;TAVPP_2017_2021_por_1000;637
La Florida;39;5971;Media Baja Prioridad Social;39;6422;TAVPP_2017_2021_por_1000;597
Maipú;40;5848;Baja Prioridad Social;41;6086;TAVPP_2017_2021_por_1000;555
Santiago;41;5702;Baja Prioridad Social;46;552;TAVPP_2017_2021_por_1000;451
Quilicura;42;5602;Baja Prioridad Social;42;5869;TAVPP_2017_2021_por_1000;544
Colina;43;5273;Baja Prioridad Social;40;6182;TAVPP_2017_2021_por_1000;548
Huechuraba;44;5217;Baja Prioridad Social;45;566;TAVPP_2017_2021_por_1000;649
San Miguel;45;5209;Baja Prioridad Social;44;5663;TAVPP_2017_2021_por_1000;675
Macul;46;4957;Baja Prioridad Social;43;5763;TAVPP_2017_2021_por_1000;555
Ñuñoa;47;3382;Sin Prioridad Social;47;4096;TAVPP_2017_2021_por_1000;392
La Reina;48;3086;Sin Prioridad Social;48;3835;TAVPP_2017_2021_por_1000;461
Lo Barnechea;49;2532;Sin Prioridad Social;49;3508;TAVPP_2017_2021_por_1000;293
Providencia;50;2162;Sin Prioridad Social;50;2491;TAVPP_2017_2021_por_1000;495
Las Condes;51;1307;Sin Prioridad Social;51;1164;TAVPP_2017_2021_por_1000;350
Vitacura;52;384;Sin Prioridad Social;52;794;TAVPP_2017_2021_por_1000;288
La Pintana;1;8803;Alta Prioridad Social;1;8929;Fecundidad_15_19_2015_2019_por_1000;399
Lo Espejo;2;8532;Alta Prioridad Social;2;8883;Fecundidad_15_19_2015_2019_por_1000;364
Cerro Navia;3;8511;Alta Prioridad Social;3;8591;Fecundidad_15_19_2015_2019_por_1000;361
San Ramón;4;8275;Alta Prioridad Social;4;835;Fecundidad_15_19_2015_2019_por_1000;383
María Pinto;5;7981;Alta Prioridad Social;5;8142;Fecundidad_15_19_2015_2019_por_1000;235
El Monte;6;7907;Alta Prioridad Social;9;7927;Fecundidad_15_19_2015_2019_por_1000;378
Conchalí;7;7871;Alta Prioridad Social;7;7987;Fecundidad_15_19_2015_2019_por_1000;297
El Bosque;8;755;Media Alta Prioridad Social;6;8097;Fecundidad_15_19_2015_2019_por_1000;309
Pedro Aguirre Cerda;9;7533;Media Alta Prioridad Social;17;7565;Fecundidad_15_19_2015_2019_por_1000;302
San Pedro;10;7501;Media Alta Prioridad Social;30;6946;Fecundidad_15_19_2015_2019_por_1000;246
Lo Prado;11;7484;Media Alta Prioridad Social;11;7771;Fecundidad_15_19_2015_2019_por_1000;310
San Joaquín;12;7446;Media Alta Prioridad Social;13;7687;Fecundidad_15_19_2015_2019_por_1000;243
La Granja;13;7389;Media Alta Prioridad Social;15;7637;Fecundidad_15_19_2015_2019_por_1000;278
Isla de Maipo;14;7363;Media Alta Prioridad Social;8;7954;Fecundidad_15_19_2015_2019_por_1000;279
Melipilla;15;733;Media Alta Prioridad Social;12;7693;Fecundidad_15_19_2015_2019_por_1000;337
Estación Central;16;7279;Media Alta Prioridad Social;25;7167;Fecundidad_15_19_2015_2019_por_1000;282
Renca;17;7275;Media Alta Prioridad Social;23;7285;Fecundidad_15_19_2015_2019_por_1000;365
Til-Til;18;7264;Media Alta Prioridad Social;22;7309;Fecundidad_15_19_2015_2019_por_1000;302
Recoleta;19;7239;Media Alta Prioridad Social;14;766;Fecundidad_15_19_2015_2019_por_1000;309
San Bernardo;20;7145;Media Alta Prioridad Social;16;7573;Fecundidad_15_19_2015_2019_por_1000;291
Alhué;21;7097;Media Alta Prioridad Social;31;6883;Fecundidad_15_19_2015_2019_por_1000;381
Quinta Normal;22;7045;Media Alta Prioridad Social;21;7317;Fecundidad_15_19_2015_2019_por_1000;295
Curacaví;23;7027;Media Alta Prioridad Social;10;7815;Fecundidad_15_19_2015_2019_por_1000;278
Paine;24;6932;Media Alta Prioridad Social;20;7393;Fecundidad_15_19_2015_2019_por_1000;253
San José de Maipo;25;6841;Media Alta Prioridad Social;18;7496;Fecundidad_15_19_2015_2019_por_1000;240
Independencia;26;6631;Media Baja Prioridad Social;24;722;Fecundidad_15_19_2015_2019_por_1000;313
Buin;27;6628;Media Baja Prioridad Social;19;7472;Fecundidad_15_19_2015_2019_por_1000;260
Pudahuel;28;6624;Media Baja Prioridad Social;33;6764;Fecundidad_15_19_2015_2019_por_1000;267
Padre Hurtado;29;6559;Media Baja Prioridad Social;26;7094;Fecundidad_15_19_2015_2019_por_1000;247
Cerrillos;30;6493;Media Baja Prioridad Social;32;6781;Fecundidad_15_19_2015_2019_por_1000;282
Talagante;31;641;Media Baja Prioridad Social;35;6687;Fecundidad_15_19_2015_2019_por_1000;294
Lampa;32;6363;Media Baja Prioridad Social;28;7015;Fecundidad_15_19_2015_2019_por_1000;293
Peñaflor;33;6362;Media Baja Prioridad Social;29;6977;Fecundidad_15_19_2015_2019_por_1000;289
La Cisterna;34;6298;Media Baja Prioridad Social;27;7021;Fecundidad_15_19_2015_2019_por_1000;178
Pirque;35;6204;Media Baja Prioridad Social;37;6506;Fecundidad_15_19_2015_2019_por_1000;176
Puente Alto;36;6188;Media Baja Prioridad Social;34;6698;Fecundidad_15_19_2015_2019_por_1000;249
Calera de Tango;37;6069;Media Baja Prioridad Social;38;6466;Fecundidad_15_19_2015_2019_por_1000;230
Peñalolén;38;6015;Media Baja Prioridad Social;36;6619;Fecundidad_15_19_2015_2019_por_1000;213
La Florida;39;5971;Media Baja Prioridad Social;39;6422;Fecundidad_15_19_2015_2019_por_1000;214
Maipú;40;5848;Baja Prioridad Social;41;6086;Fecundidad_15_19_2015_2019_por_1000;213
Santiago;41;5702;Baja Prioridad Social;46;552;Fecundidad_15_19_2015_2019_por_1000;211
Quilicura;42;5602;Baja Prioridad Social;42;5869;Fecundidad_15_19_2015_2019_por_1000;234
Colina;43;5273;Baja Prioridad Social;40;6182;Fecundidad_15_19_2015_2019_por_1000;304
Huechuraba;44;5217;Baja Prioridad Social;45;566;Fecundidad_15_19_2015_2019_por_1000;236
San Miguel;45;5209;Baja Prioridad Social;44;5663;Fecundidad_15_19_2015_2019_por_1000;155
Macul;46;4957;Baja Prioridad Social;43;5763;Fecundidad_15_19_2015_2019_por_1000;169
Ñuñoa;47;3382;Sin Prioridad Social;47;4096;Fecundidad_15_19_2015_2019_por_1000;87
La Reina;48;3086;Sin Prioridad Social;48;3835;Fecundidad_15_19_2015_2019_por_1000;80
Lo Barnechea;49;2532;Sin Prioridad Social;49;3508;Fecundidad_15_19_2015_2019_por_1000;85
Providencia;50;2162;Sin Prioridad Social;50;2491;Fecundidad_15_19_2015_2019_por_1000;42
Las Condes;51;1307;Sin Prioridad Social;51;1164;Fecundidad_15_19_2015_2019_por_1000;39
Vitacura;52;384;Sin Prioridad Social;52;794;Fecundidad_15_19_2015_2019_por_1000;12
La Pintana;1;8803;Alta Prioridad Social;1;8929;Malnutricion_menores_6_2017_2021_pct;425
Lo Espejo;2;8532;Alta Prioridad Social;2;8883;Malnutricion_menores_6_2017_2021_pct;364
Cerro Navia;3;8511;Alta Prioridad Social;3;8591;Malnutricion_menores_6_2017_2021_pct;367
San Ramón;4;8275;Alta Prioridad Social;4;835;Malnutricion_menores_6_2017_2021_pct;376
María Pinto;5;7981;Alta Prioridad Social;5;8142;Malnutricion_menores_6_2017_2021_pct;368
El Monte;6;7907;Alta Prioridad Social;9;7927;Malnutricion_menores_6_2017_2021_pct;371
Conchalí;7;7871;Alta Prioridad Social;7;7987;Malnutricion_menores_6_2017_2021_pct;373
El Bosque;8;755;Media Alta Prioridad Social;6;8097;Malnutricion_menores_6_2017_2021_pct;368
Pedro Aguirre Cerda;9;7533;Media Alta Prioridad Social;17;7565;Malnutricion_menores_6_2017_2021_pct;361
San Pedro;10;7501;Media Alta Prioridad Social;30;6946;Malnutricion_menores_6_2017_2021_pct;378
Lo Prado;11;7484;Media Alta Prioridad Social;11;7771;Malnutricion_menores_6_2017_2021_pct;361
San Joaquín;12;7446;Media Alta Prioridad Social;13;7687;Malnutricion_menores_6_2017_2021_pct;399
La Granja;13;7389;Media Alta Prioridad Social;15;7637;Malnutricion_menores_6_2017_2021_pct;382
Isla de Maipo;14;7363;Media Alta Prioridad Social;8;7954;Malnutricion_menores_6_2017_2021_pct;393
Melipilla;15;733;Media Alta Prioridad Social;12;7693;Malnutricion_menores_6_2017_2021_pct;377
Estación Central;16;7279;Media Alta Prioridad Social;25;7167;Malnutricion_menores_6_2017_2021_pct;464
Renca;17;7275;Media Alta Prioridad Social;23;7285;Malnutricion_menores_6_2017_2021_pct;313
Til-Til;18;7264;Media Alta Prioridad Social;22;7309;Malnutricion_menores_6_2017_2021_pct;382
Recoleta;19;7239;Media Alta Prioridad Social;14;766;Malnutricion_menores_6_2017_2021_pct;371
San Bernardo;20;7145;Media Alta Prioridad Social;16;7573;Malnutricion_menores_6_2017_2021_pct;379
Alhué;21;7097;Media Alta Prioridad Social;31;6883;Malnutricion_menores_6_2017_2021_pct;270
Quinta Normal;22;7045;Media Alta Prioridad Social;21;7317;Malnutricion_menores_6_2017_2021_pct;358
Curacaví;23;7027;Media Alta Prioridad Social;10;7815;Malnutricion_menores_6_2017_2021_pct;348
Paine;24;6932;Media Alta Prioridad Social;20;7393;Malnutricion_menores_6_2017_2021_pct;386
San José de Maipo;25;6841;Media Alta Prioridad Social;18;7496;Malnutricion_menores_6_2017_2021_pct;366
Independencia;26;6631;Media Baja Prioridad Social;24;722;Malnutricion_menores_6_2017_2021_pct;321
Buin;27;6628;Media Baja Prioridad Social;19;7472;Malnutricion_menores_6_2017_2021_pct;389
Pudahuel;28;6624;Media Baja Prioridad Social;33;6764;Malnutricion_menores_6_2017_2021_pct;400
Padre Hurtado;29;6559;Media Baja Prioridad Social;26;7094;Malnutricion_menores_6_2017_2021_pct;370
Cerrillos;30;6493;Media Baja Prioridad Social;32;6781;Malnutricion_menores_6_2017_2021_pct;282
Talagante;31;641;Media Baja Prioridad Social;35;6687;Malnutricion_menores_6_2017_2021_pct;378
Lampa;32;6363;Media Baja Prioridad Social;28;7015;Malnutricion_menores_6_2017_2021_pct;287
Peñaflor;33;6362;Media Baja Prioridad Social;29;6977;Malnutricion_menores_6_2017_2021_pct;331
La Cisterna;34;6298;Media Baja Prioridad Social;27;7021;Malnutricion_menores_6_2017_2021_pct;358
Pirque;35;6204;Media Baja Prioridad Social;37;6506;Malnutricion_menores_6_2017_2021_pct;345
Puente Alto;36;6188;Media Baja Prioridad Social;34;6698;Malnutricion_menores_6_2017_2021_pct;349
Calera de Tango;37;6069;Media Baja Prioridad Social;38;6466;Malnutricion_menores_6_2017_2021_pct;401
Peñalolén;38;6015;Media Baja Prioridad Social;36;6619;Malnutricion_menores_6_2017_2021_pct;376
La Florida;39;5971;Media Baja Prioridad Social;39;6422;Malnutricion_menores_6_2017_2021_pct;371
Maipú;40;5848;Baja Prioridad Social;41;6086;Malnutricion_menores_6_2017_2021_pct;384
Santiago;41;5702;Baja Prioridad Social;46;552;Malnutricion_menores_6_2017_2021_pct;390
Quilicura;42;5602;Baja Prioridad Social;42;5869;Malnutricion_menores_6_2017_2021_pct;335
Colina;43;5273;Baja Prioridad Social;40;6182;Malnutricion_menores_6_2017_2021_pct;331
Huechuraba;44;5217;Baja Prioridad Social;45;566;Malnutricion_menores_6_2017_2021_pct;371
San Miguel;45;5209;Baja Prioridad Social;44;5663;Malnutricion_menores_6_2017_2021_pct;360
Macul;46;4957;Baja Prioridad Social;43;5763;Malnutricion_menores_6_2017_2021_pct;300
Ñuñoa;47;3382;Sin Prioridad Social;47;4096;Malnutricion_menores_6_2017_2021_pct;339
La Reina;48;3086;Sin Prioridad Social;48;3835;Malnutricion_menores_6_2017_2021_pct;381
Lo Barnechea;49;2532;Sin Prioridad Social;49;3508;Malnutricion_menores_6_2017_2021_pct;386
Providencia;50;2162;Sin Prioridad Social;50;2491;Malnutricion_menores_6_2017_2021_pct;317
Las Condes;51;1307;Sin Prioridad Social;51;1164;Malnutricion_menores_6_2017_2021_pct;329
Vitacura;52;384;Sin Prioridad Social;52;794;Malnutricion_menores_6_2017_2021_pct;336
